UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_difference [K],Power [W],Wear_Torque_Interaction,Air temperature [K]_rolling_mean_3,Air temperature [K]_rolling_std_3,Process temperature [K]_rolling_mean_3,Process temperature [K]_rolling_std_3,Rotational speed [rpm]_rolling_mean_3,Rotational speed [rpm]_rolling_std_3,Torque [Nm]_rolling_mean_3,Torque [Nm]_rolling_std_3,Air temperature [K]_rolling_mean_5,Air temperature [K]_rolling_std_5,Process temperature [K]_rolling_mean_5,Process temperature [K]_rolling_std_5,Rotational speed [rpm]_rolling_mean_5,Rotational speed [rpm]_rolling_std_5,Torque [Nm]_rolling_mean_5,Torque [Nm]_rolling_std_5,Type_Ordinal
7050,L54229,L,300.6,310.4,1494,47.3,118,0,0,0,0,0,0,9.799999999999955,7400.147159236901,5581.4,300.6,0.0,310.4,0.0,1634.0,326.35716630709805,36.566666666666656,14.709294114039867,300.64,0.054772255779518005,310.46000000000004,0.08944271913824761,1674.8,253.85074354824962,31.9,12.355565547558008,1
7051,L54230,L,300.6,310.4,1457,47.7,120,0,0,0,0,0,0,9.799999999999955,7277.907789085723,5724.0,300.6,0.0,310.4,0.0,1652.6666666666667,307.41882397363406,38.26666666666665,15.993852985860789,300.62,0.0447213595836646,310.41999999999996,0.04472135962451038,1644.4,272.1429771278311,35.919999999999995,13.793005473790043,1
7052,L54231,L,300.6,310.4,1556,37.7,122,0,0,0,0,0,0,9.799999999999955,6142.986499025386,4599.400000000001,300.6,0.0,310.4,0.0,1502.3333333333333,50.023327891416976,44.23333333333332,5.661566332149477,300.6,0.0,310.4,0.0,1583.0,243.63189446375696,39.019999999999996,11.487689062644483,1
7053,H36466,H,300.6,310.4,1510,42.8,124,0,0,0,0,0,0,9.799999999999955,6767.828333873371,5307.2,300.6,0.0,310.4,0.0,1507.6666666666667,49.541228621545265,42.73333333333332,5.00033332222247,300.6,0.0,310.4,0.0,1604.8,227.6262287171652,39.06,11.503608129626185,3
7054,H36467,H,300.7,310.5,1567,38.7,129,0,0,0,0,0,0,9.800000000000011,6350.509637746016,4992.3,300.6333333333334,0.05773502683144047,310.43333333333334,0.05773502693880594,1544.3333333333333,30.23794525645243,39.73333333333332,2.7024680078269583,300.62,0.044721359583635996,310.41999999999996,0.04472135962451038,1516.8,45.27361262368181,42.839999999999996,4.665618930002884,3
7055,H36468,H,300.7,310.5,1476,43.1,134,0,0,0,0,0,0,9.800000000000011,6661.810053790229,5775.400000000001,300.6666666666667,0.057735026832347075,310.46666666666664,0.057735026940676594,1517.6666666666667,45.981880489299435,41.533333333333324,2.4583192089979526,300.64,0.05477225577946092,310.43999999999994,0.05477225581215949,1513.2,48.16326400898512,42.0,3.991240408695192,3
7056,L54235,L,300.8,310.6,1663,30.6,139,0,0,0,0,0,0,9.800000000000011,5328.957954578223,4253.400000000001,300.73333333333335,0.05773502683421773,310.53333333333336,0.05773502694447534,1568.6666666666667,93.51114015630549,37.466666666666654,6.340609855000396,300.67999999999995,0.08366600267430155,310.48,0.08366600269483644,1554.4,70.8399604742916,38.580000000000005,5.067247773693503,1
7057,M21916,M,300.8,310.5,1409,50.6,141,0,0,0,0,0,0,9.699999999999989,7466.036829158192,7134.6,300.76666666666665,0.057735026835132555,310.53333333333336,0.05773502694447534,1516.0,131.63965967746526,41.433333333333316,10.103629710818202,300.71999999999997,0.08366600267624126,310.5,0.07071067816830673,1525.0,96.03384819947182,41.160000000000004,7.299520532199458,2
7058,L54237,L,300.8,310.6,1666,36.2,144,0,0,0,0,0,0,9.800000000000011,6315.5646554625855,5212.8,300.8,0.0,310.56666666666666,0.05773502694637471,1579.3333333333333,147.52062002761585,39.133333333333326,10.317622465148073,300.76000000000005,0.05477225578835629,310.54,0.0547722558162874,1556.2,113.66485824563014,39.839999999999996,7.522167240895513,1
7059,L54238,L,300.7,310.6,1520,45.9,146,0,0,0,0,0,0,9.900000000000034,7306.087875188422,6701.4,300.7666666666667,0.057735026835132555,310.56666666666666,0.05773502694637471,1531.6666666666667,128.89659938622202,44.23333333333332,7.343250869562365,300.76000000000005,0.05477225578835629,310.56000000000006,0.054772255817141,1546.8,114.48886408729538,41.28,7.927609980315722,1
7060,L54239,L,300.6,310.5,1644,33.8,148,0,0,0,0,0,0,9.899999999999977,5818.983576685158,5002.4,300.7,0.09999999995053585,310.56666666666666,0.05773502694637471,1610.0,78.71467461661054,38.63333333333332,6.406507108661335,300.74,0.08944271912224801,310.56000000000006,0.054772255817141,1580.4,113.1605054778353,39.42,8.466522308480718,1
7061,H36474,H,300.6,310.4,1479,35.6,150,0,0,0,0,0,0,9.799999999999955,5513.746434462375,5340.0,300.6333333333333,0.05773502683147328,310.5,0.10000000001367913,1547.6666666666667,85.90886644189999,38.433333333333316,6.528654787422002,300.7,0.10000000001827349,310.52000000000004,0.08366600269592349,1543.6,109.44085160487008,40.42,7.391346291441197,3
7062,L54241,L,300.6,310.4,1446,49.7,155,0,0,0,0,0,0,9.799999999999955,7525.810865380494,7703.5,300.6,0.0,310.43333333333334,0.05773502693889206,1523.0,106.0801583709172,39.69999999999999,8.706893820415806,300.65999999999997,0.08944271911859052,310.5,0.10000000003512133,1551.0,98.79777325425506,40.239999999999995,7.086113180016359,1
7063,M21922,M,300.6,310.4,1407,51.1,157,0,0,0,0,0,0,9.799999999999955,7529.109537666763,8022.7,300.6,0.0,310.4,0.0,1444.0,36.04164258186461,45.46666666666666,8.573408501484597,300.62,0.044721359583519985,310.46,0.08944271913824761,1499.2,91.02032739997806,43.220000000000006,8.032247506146785,2
7064,L54243,L,300.7,310.4,1234,51.7,160,0,0,0,0,0,0,9.699999999999989,6680.88999317303,8272.0,300.6333333333334,0.05773502683147328,310.4,0.0,1362.3333333333333,112.83764147363327,50.83333333333332,1.0263202878870046,300.62,0.044721359583519985,310.41999999999996,0.04472135962451038,1442.0,147.20563847896315,44.38,8.889150690589124,1
7065,M21924,M,300.8,310.5,1696,29.7,162,0,0,0,0,0,0,9.699999999999989,5274.859729083406,4811.4,300.7,0.09999999995053585,310.43333333333334,0.05773502693889206,1445.6666666666667,233.41450968894839,44.16666666666665,12.532092137122529,300.66,0.08944271911859052,310.41999999999996,0.04472135962451038,1452.4,165.71753075640243,43.56,10.201372456684503,2
7066,L54245,L,300.8,310.6,1384,52.9,165,0,0,0,0,0,0,9.800000000000011,7666.910263428722,8728.5,300.76666666666665,0.057735026835132555,310.5,0.10000000001367913,1438.0,235.68623209682582,44.76666666666665,13.061903893894193,300.70000000000005,0.10000000001827349,310.46,0.08944271913824761,1433.4,167.34335959337972,47.019999999999996,9.750487167316345,1
7067,M21926,M,300.8,310.7,1572,36.2,167,0,0,0,0,0,0,9.899999999999977,5959.224272741408,6045.400000000001,300.8,0.0,310.59999999999997,0.1000000000168837,1550.6666666666667,157.09020763030452,39.59999999999999,11.967873662434558,300.74,0.089442719122248,310.52000000000004,0.13038404813131918,1458.6,178.80939572628503,44.32000000000001,10.65044600005094,2
7068,M21927,M,300.8,310.7,1386,42.1,170,0,0,0,0,0,0,9.899999999999977,6110.460543085219,7157.0,300.8,0.0,310.6666666666667,0.05773502695190464,1447.3333333333333,107.96913139102392,43.73333333333332,8.468962943201975,300.78,0.04472135959815384,310.58000000000004,0.13038404813232954,1454.4,180.5624545690471,42.519999999999996,9.956003214141772,2
7069,L54248,L,300.8,310.7,1461,42.8,173,0,0,0,0,0,0,9.899999999999977,6548.210063436421,7404.4,300.8,0.0,310.7,0.0,1473.0,93.57884376288723,40.36666666666665,3.625373543971449,300.8,0.0,310.64,0.08944271914268519,1499.8,133.7654663954759,40.739999999999995,8.608890753169161,1
7070,L54249,L,300.8,310.7,1525,39.4,175,0,0,0,0,0,0,9.899999999999977,6292.086486364758,6895.0,300.8,0.0,310.7,0.0,1457.3333333333333,69.57250414734398,41.433333333333316,1.795364401264592,300.8,0.0,310.67999999999995,0.04472135963735916,1465.6,83.4643636529938,42.68,6.275906309052204,1
7071,L54250,L,300.7,310.7,1333,61.0,177,0,0,0,0,0,0,10.0,8515.077448044896,10797.0,300.7666666666667,0.057735026835132555,310.7,0.0,1439.6666666666667,97.76161482571881,47.73333333333332,11.614358929072605,300.78000000000003,0.04472135959812524,310.7,0.0,1455.4,97.81257587856072,44.3,9.690201236300567,1
7072,H36485,H,300.7,310.6,1505,40.6,179,0,0,0,0,0,0,9.900000000000034,6398.6911970765705,7267.400000000001,300.73333333333335,0.05773502683421774,310.6666666666667,0.05773502695190464,1454.3333333333333,105.55251457607349,46.99999999999998,12.139192724394615,300.76,0.05477225578828946,310.67999999999995,0.04472135963735916,1442.0,80.98765338000109,45.18,8.941588225813181,3
7073,M21932,M,300.7,310.6,1439,41.7,184,0,0,0,0,0,0,9.900000000000034,6283.8450416368405,7672.8,300.7,0.0,310.6333333333334,0.057735026950054495,1425.6666666666667,86.77173118782524,47.76666666666665,11.473592869425362,300.74,0.05477225578675609,310.65999999999997,0.054772255821042504,1452.6,75.07862545358167,45.1,8.977750274985429,2
7074,L54253,L,300.7,310.6,1491,43.2,187,0,0,0,0,0,0,9.900000000000034,6745.125090963429,8078.400000000001,300.7,0.0,310.6,0.0,1478.3333333333333,34.77547028197028,41.83333333333332,1.3051181300282302,300.72,0.04472135959250796,310.64,0.05477225582024728,1458.6,77.0895583072001,45.18,8.953881839738612,1
7075,M21934,M,300.7,310.6,1488,39.2,189,0,0,0,0,0,0,9.900000000000034,6108.261428227706,7408.8,300.7,0.0,310.6,0.0,1472.6666666666667,29.19474838617719,41.36666666666665,2.0207259421624615,300.7,0.0,310.62,0.04472135963443731,1451.2,70.6271902315192,45.14,8.986545498688631,2
7076,L54255,L,300.7,310.5,1536,47.4,192,0,0,0,0,0,0,9.800000000000011,7624.268379143997,9100.8,300.7,0.0,310.56666666666666,0.05773502694641164,1505.0,26.88865931947631,43.26666666666665,4.100406483914541,300.7,0.0,310.58000000000004,0.044721359632530724,1491.8,35.10982768398614,42.42,3.1467443493238125,1
7077,L54256,L,300.7,310.5,1960,21.0,194,0,0,0,0,0,0,9.800000000000011,4310.265120725196,4074.0,300.7,0.0,310.53333333333336,0.057735026944569695,1661.3333333333333,259.76399545228014,35.86666666666665,13.511970001940064,300.7,0.0,310.56000000000006,0.054772255817107894,1582.8,213.63684139211384,38.5,10.225947388873172,1
7078,M21937,M,300.7,310.5,1594,31.0,196,0,0,0,0,0,0,9.800000000000011,5174.621979482868,6076.0,300.7,0.0,310.5,0.0,1696.6666666666667,229.889828686117,33.13333333333332,13.328665849713841,300.7,0.0,310.54,0.054772255816300984,1613.8,198.24530259251844,36.36,10.504665630090393,2
7079,L54258,L,300.7,310.5,1357,52.6,199,0,0,0,0,0,0,9.800000000000011,7474.707624882099,10467.4,300.7,0.0,310.5,0.0,1637.0,303.79104660934115,34.86666666666665,16.150954564152798,300.7,0.0,310.52000000000004,0.04472135962958266,1587.0,226.0973241769995,38.24,12.655749681468974,1
7080,L54259,L,300.7,310.5,1445,41.1,201,0,0,0,0,0,0,9.800000000000011,6219.2538966790335,8261.1,300.7,0.0,310.5,0.0,1465.3333333333333,119.80122425639986,41.566666666666656,10.807559083036667,300.7,0.0,310.5,0.0,1578.4,231.5562566634709,38.62,12.720141508646906,1
7081,L54260,L,300.7,310.4,1543,47.3,203,0,0,0,0,0,0,9.699999999999989,7642.856135677735,9601.9,300.7,0.0,310.46666666666664,0.05773502694088581,1448.3333333333333,93.0447920806544,46.99999999999998,5.755866572462849,300.7,0.0,310.47999999999996,0.04472135962764748,1579.8,231.25678368428288,38.6,12.702952412726814,1
7082,L54261,L,300.7,310.4,1366,52.6,205,0,0,0,0,0,0,9.699999999999989,7524.281956955747,10783.0,300.7,0.0,310.43333333333334,0.057735026939043865,1451.3333333333333,88.66979944339678,46.99999999999999,5.755866572462849,300.7,0.0,310.46,0.05477225581312073,1461.0,105.48696601950024,44.92,9.110268931266559,1
7083,L54262,L,300.7,310.3,1458,40.0,207,0,0,0,0,0,0,9.600000000000023,6107.256118578557,8280.0,300.7,0.0,310.3666666666666,0.057735026935318956,1455.6666666666667,88.52306667378966,46.63333333333332,6.3263997133700425,300.7,0.0,310.41999999999996,0.08366600269331709,1433.8,76.04406617218204,46.720000000000006,6.046238500092462,1
7084,L54263,L,300.7,310.4,1416,61.8,209,1,0,0,1,1,0,9.699999999999989,9163.900106815283,12916.199999999999,300.7,0.0,310.3666666666667,0.057735026935318956,1413.3333333333333,46.0579345317635,51.46666666666665,10.9441003894029,300.7,0.0,310.4,0.07071067816524088,1445.6,64.90993760587973,48.559999999999995,8.974018052132498,1
7085,L54264,L,300.6,310.3,1794,24.4,211,0,0,0,0,0,0,9.699999999999989,4583.960672705939,5148.4,300.6666666666667,0.05773502683230606,310.3333333333333,0.05773502693346881,1556.0,207.18108021727969,42.066666666666656,18.785455366674725,300.68,0.0447213595887647,310.36,0.05477225580903758,1515.4,168.72699843237652,45.22,14.092622183256053,1
7086,L54265,L,300.6,310.3,1484,41.0,213,0,0,0,0,0,0,9.699999999999989,6371.568780500579,8733.0,300.6333333333334,0.05773502683134201,310.3333333333333,0.05773502693346881,1564.6666666666667,201.49772538004547,42.399999999999984,18.739263592788138,300.65999999999997,0.05477225578063883,310.34000000000003,0.05477225580824236,1503.6,168.3769580435494,43.96,14.141711353298117,1
7087,L54266,L,300.6,310.4,2514,13.4,215,0,0,0,0,0,0,9.799999999999955,3527.757222569051,2881.0,300.6,0.0,310.3333333333333,0.05773502693346881,1930.6666666666667,528.4253337353653,26.26666666666665,13.894363365528037,300.64,0.05477225577911713,310.34,0.05477225580824236,1733.2,461.4641914601816,36.12,18.384014795468435,1
7088,L54267,L,300.6,310.3,1648,30.5,217,1,1,0,0,0,0,9.699999999999989,5263.633771334579,6618.5,300.6,0.0,310.3333333333333,0.05773502693346881,1882.0,553.4365365604252,28.299999999999983,13.93090090410503,300.62,0.04472135958317363,310.34000000000003,0.05477225580824236,1771.2,440.48291680835837,34.22,18.373676823107637,1
7089,M21948,M,300.6,310.3,1614,32.7,0,0,0,0,0,0,0,9.699999999999989,5526.87829175438,0.0,300.6,0.0,310.3333333333333,0.05773502693346881,1925.3333333333333,510.0836532700614,25.53333333333332,10.56519442950898,300.6,0.0,310.32000000000005,0.04472135961973435,1810.8,408.2905827961247,28.4,10.279348228365638,2
7090,L54269,L,300.6,310.2,1622,34.1,3,0,0,0,0,0,0,9.599999999999966,5792.070599619406,102.30000000000001,300.6,0.0,310.26666666666665,0.05773502692982595,1628.0,17.776388834598432,32.433333333333316,1.8147543451740002,300.6,0.0,310.3,0.07071067816216903,1776.4,417.2083412397206,30.339999999999996,10.250999951224438,1
7091,M21950,M,300.6,310.2,1478,40.1,5,0,0,0,0,0,0,9.599999999999966,6206.509502480972,200.5,300.6,0.0,310.23333333333335,0.05773502692798401,1571.3333333333333,80.92795149595821,35.63333333333332,3.931072796747482,300.6,0.0,310.28000000000003,0.0836660026896865,1775.2,418.26690043559404,30.160000000000004,10.022374968040433,2
7092,L54271,L,300.6,310.2,1318,51.0,8,0,0,0,0,0,0,9.599999999999966,7039.052499633291,408.0,300.6,0.0,310.2,0.0,1472.6666666666667,152.07015924675088,41.73333333333332,8.567574530363208,300.6,0.0,310.23999999999995,0.05477225580441477,1536.0,138.66506409330057,37.68,8.252999454743842,1
7093,L54272,L,300.7,310.2,1493,35.9,10,0,0,0,0,0,0,9.5,5612.842738732109,359.0,300.6333333333333,0.057735026831300995,310.2,0.0,1429.6666666666667,96.99656351300378,42.33333333333332,7.793800955459948,300.62,0.044721359583145034,310.21999999999997,0.04472135961504971,1505.0,123.90722335682919,38.760000000000005,7.386338741216921,1
7094,H36507,H,300.7,310.3,1369,50.7,12,0,0,0,0,0,0,9.600000000000023,7268.420179271882,608.4000000000001,300.6666666666667,0.0577350268322076,310.23333333333335,0.05773502692798401,1393.3333333333333,90.00185183279386,45.86666666666665,8.632689808705543,300.64,0.05477225577906005,310.21999999999997,0.04472135961504971,1456.0,118.34483512177097,42.36,8.05096267535761,3
7095,L54274,L,300.6,310.2,1447,45.9,17,0,0,0,0,0,0,9.599999999999966,6955.2033917089775,780.3,300.6666666666667,0.0577350268322076,310.2333333333333,0.05773502692798401,1436.3333333333333,62.68439465554552,44.16666666666665,7.550717405209154,300.64,0.05477225577906005,310.21999999999997,0.04472135961504971,1421.0,74.86988713761465,44.72,6.6281219059399445,1
7096,L54275,L,300.6,310.1,1485,49.9,19,0,0,0,0,0,0,9.5,7759.890933999469,948.1,300.6333333333334,0.057735026831272275,310.2,0.10000000000413656,1433.6666666666667,59.13825608971047,48.833333333333314,2.571640202930533,300.64,0.05477225577906005,310.2,0.07071067815918358,1422.4,76.2548359122171,46.67999999999999,6.364118163579351,1
7097,L54276,L,300.6,310.2,1489,47.8,21,0,0,0,0,0,0,9.599999999999966,7453.344794837688,1003.8,300.6,0.0,310.1666666666667,0.057735026924275505,1473.6666666666667,23.180451534259905,47.86666666666665,2.000833159793327,300.64,0.05477225577906005,310.2,0.07071067815918358,1456.6,52.31443395468551,46.04,5.969757113987195,1
7098,M21957,M,300.6,310.2,1233,52.3,23,0,0,0,0,0,0,9.599999999999966,6752.947656670867,1202.8999999999999,300.6,0.0,310.1666666666667,0.057735026924275505,1402.3333333333333,146.66060593537776,49.99999999999998,2.251666049838495,300.62,0.044721359583128346,310.2,0.07071067815918358,1404.6,107.35362127100859,49.32000000000001,2.506391828904679,2
7099,L54278,L,300.7,310.2,1642,32.6,26,0,0,0,0,0,0,9.5,5605.564715751291,847.6,300.6333333333333,0.05773502683123125,310.2,0.0,1454.6666666666667,206.65026816661077,44.23333333333331,10.322951774242114,300.62,0.044721359583128346,310.18,0.04472135961310737,1459.2,146.8713722956218,45.7,7.701623205532763,1
7100,M21959,M,300.7,310.2,1373,44.1,28,0,0,0,0,0,0,9.5,6340.707868666815,1234.8,300.6666666666667,0.05773502683213787,310.2,0.0,1416.0,207.8629356090181,42.99999999999999,9.895958771134561,300.64,0.054772255779060045,310.18,0.04472135961310737,1444.4,152.04538796030332,45.339999999999996,7.731946714767298,2
7101,L54280,L,300.7,310.2,1569,32.8,31,0,0,0,0,0,0,9.5,5389.213701674074,1016.8,300.7,0.0,310.2,0.0,1528.0,139.10787181176633,36.49999999999998,6.582552696332541,300.65999999999997,0.054772255780548014,310.2,0.0,1461.2,161.9697502621991,41.92,8.903763249323369,1
7102,L54281,L,300.8,310.2,1850,22.8,33,0,0,0,0,0,0,9.399999999999977,4417.079270947249,752.4,300.73333333333335,0.057735026834049546,310.2,0.0,1597.3333333333333,239.758906681967,33.23333333333332,10.656609842408981,300.7,0.07071067814423358,310.2,0.0,1533.4,239.40822876417414,36.92,11.43577719265299,1
7103,M21962,M,300.8,310.3,1494,42.2,35,0,0,0,0,0,0,9.5,6602.245457078166,1477.0,300.76666666666665,0.0577350268350341,310.23333333333335,0.05773502692803323,1637.6666666666667,187.67081108508106,32.59999999999999,9.701546268507647,300.73999999999995,0.05477225578652063,310.21999999999997,0.04472135961501396,1585.6,178.15246279521122,34.9,8.573797291749013,2
7104,H36517,H,300.8,310.3,1777,30.1,38,0,0,0,0,0,0,9.5,5601.218845913826,1143.8,300.8,0.0,310.26666666666665,0.05773502692987517,1707.0,188.0398893852016,31.69999999999999,9.798469268206878,300.76000000000005,0.054772255787996924,310.23999999999995,0.054772255804362235,1612.6,197.9654010174483,34.4,8.81107257943111,3
7105,L54284,L,300.9,310.4,1454,43.1,43,0,0,0,0,0,0,9.5,6562.5147819857675,1853.3,300.8333333333333,0.05773502683701962,310.3333333333333,0.057735026933518035,1575.0,176.07668783799534,38.46666666666666,7.259706146486103,300.8,0.07071067814996732,310.28000000000003,0.08366600268962153,1628.8,175.49558399002274,34.2,8.543125891616185,1
7106,L54285,L,300.9,310.4,1536,34.2,45,0,0,0,0,0,0,9.5,5501.054400141872,1539.0000000000002,300.8666666666666,0.05773502683802469,310.3666666666667,0.05773502693533946,1589.0,167.89580101955752,35.79999999999999,6.646051459324906,300.84000000000003,0.05477225579388587,310.32,0.08366600269058798,1622.2,178.89438224829513,34.48,8.50864266496148,1
7107,L54286,L,300.8,310.5,1482,39.0,47,0,0,0,0,0,0,9.699999999999989,6052.5924064060955,1833.0,300.8666666666667,0.05773502683802469,310.43333333333334,0.057735026938982324,1490.6666666666667,41.681330752894446,38.76666666666666,4.454585652260836,300.84000000000003,0.05477225579388587,310.38,0.08366600269207079,1548.6,131.0450304284719,37.720000000000006,5.502453997990557,1
7108,H36521,H,300.9,310.5,1512,41.2,49,0,0,0,0,0,0,9.600000000000023,6523.454313326134,2018.8000000000002,300.8666666666667,0.05773502683802469,310.46666666666664,0.057735026940783245,1510.0,27.055498516916092,38.133333333333326,3.5795716689749466,300.86,0.05477225579537384,310.41999999999996,0.08366600269305934,1552.2,129.40710954193796,37.52,5.313849828514379,3
7109,M21968,M,300.8,310.5,1511,35.8,54,0,0,0,0,0,0,9.699999999999989,5664.689489491851,1933.1999999999998,300.8333333333333,0.05773502683699091,310.5,0.0,1501.6666666666667,17.03917055880895,38.66666666666666,2.7153882472545465,300.86,0.05477225579537384,310.4599999999999,0.054772255812593394,1499.0,31.60696125854452,38.660000000000004,3.6861904454330783,2
7110,L54289,L,300.9,310.5,1599,40.5,57,0,0,0,0,0,0,9.600000000000023,6781.598981671606,2308.5,300.8666666666666,0.05773502683802469,310.5,0.0,1540.6666666666667,50.52062285178378,39.16666666666666,2.9365512652307184,300.86,0.05477225579537384,310.48,0.04472135962694839,1528.0,44.062455673726745,38.14,3.027870538844453,1
7111,M21970,M,300.8,310.4,1518,36.0,59,0,0,0,0,0,0,9.599999999999966,5722.725177779168,2124.0,300.8333333333333,0.05773502683699091,310.46666666666664,0.057735026940783245,1542.6666666666667,48.911484677243,37.433333333333316,2.6576932353693627,300.84,0.05477225579388587,310.47999999999996,0.04472135962694839,1524.4,43.98067757548915,38.5,2.503996805110212,2
7112,M21971,M,300.8,310.4,1450,39.4,62,0,0,0,0,0,0,9.599999999999966,5982.639609986162,2442.7999999999997,300.8333333333333,0.05773502683699091,310.43333333333334,0.057735026938982324,1522.3333333333333,74.5944591329153,38.63333333333332,2.345918441320605,300.84000000000003,0.05477225579388587,310.46000000000004,0.054772255812573285,1518.0,53.08012810835269,38.58,2.530217381965853,2
7113,L54292,L,300.9,310.4,1427,47.0,65,0,0,0,0,0,0,9.5,7023.449256120462,3055.0,300.8333333333333,0.05773502683699091,310.4,0.0,1465.0,47.3180726572716,40.79999999999999,5.63205113613103,300.84000000000003,0.05477225579388587,310.44,0.05477225581178325,1501.0,67.2123500556195,39.739999999999995,4.552801335441946,1
7114,L54293,L,300.9,310.4,1561,32.7,67,0,0,0,0,0,0,9.5,5345.388484156498,2190.9,300.8666666666666,0.05773502683802469,310.4,0.0,1479.3333333333333,71.65426249241682,39.69999999999999,7.154718722632973,300.86,0.05477225579537384,310.41999999999996,0.044721359624049585,1511.0,72.57754473664106,39.12,5.362555361019786,1
7115,H36528,H,300.9,310.4,1457,43.8,69,0,0,0,0,0,0,9.5,6682.85872456928,3022.2,300.9,0.0,310.4,0.0,1481.6666666666667,70.32306402121692,41.16666666666665,7.50488729651073,300.86,0.05477225579537384,310.4,0.0,1482.6,55.2476243833084,39.78,5.762985337479347,3
7116,M21975,M,301.0,310.6,1460,53.6,74,0,0,0,0,0,0,9.600000000000023,8194.949156644096,3966.4,300.93333333333334,0.05773502684013329,310.46666666666664,0.11547005384889004,1492.6666666666667,59.19740985323744,43.36666666666665,10.456736265839746,300.9,0.07071067815571762,310.43999999999994,0.0894427191375231,1471.0,51.94708846508273,43.3,7.867655305108469,2
7117,L54296,L,301.0,310.5,1601,33.2,77,0,0,0,0,0,0,9.5,5566.1900878262995,2556.4,300.9666666666667,0.0577350268412163,310.5,0.10000000001371466,1506.0,82.2860863086758,43.533333333333324,10.202614044122623,300.93999999999994,0.05477225580134646,310.4599999999999,0.08944271913801721,1501.2,75.3206478994912,42.06,9.037588173843815,1
7118,L54297,L,300.9,310.5,1570,40.1,79,0,0,0,0,0,0,9.600000000000023,6592.841623068421,3167.9,300.96666666666664,0.0577350268412163,310.53333333333336,0.05773502694450815,1543.6666666666667,74.09678355591541,42.29999999999999,10.376415566080363,300.94,0.05477225580134646,310.48,0.08366600269459012,1529.8,66.76600931611182,40.68,8.611445871629329,1
7119,L54298,L,300.9,310.5,1565,35.9,81,0,0,0,0,0,0,9.600000000000023,5883.522361765404,2907.9,300.93333333333334,0.05773502684013329,310.5,0.0,1578.6666666666667,19.502136635050295,36.399999999999984,3.477067730142011,300.93999999999994,0.05477225580134646,310.5,0.0707106781680153,1530.6,67.25548304784621,41.32,7.964734772734227,1
7120,L54299,L,301.0,310.5,1378,44.4,83,0,0,0,0,0,0,9.5,6407.089721437167,3685.2,300.93333333333334,0.05773502684013329,310.5,0.0,1504.3333333333333,109.43643512711918,40.13333333333332,4.250098038084321,300.96,0.05477225580282275,310.52,0.04472135962904802,1514.8,93.1595405742167,41.440000000000005,8.015796903614868,1
7121,L54300,L,300.9,310.5,2288,16.1,85,0,0,0,0,0,0,9.600000000000023,3857.5406753918837,1368.5000000000002,300.93333333333334,0.05773502684013329,310.5,0.0,1743.6666666666667,480.5895684816017,32.13333333333332,14.521134023667996,300.94,0.05477225580134646,310.5,0.0,1680.4,350.86792386879586,33.940000000000005,10.839880073137472,1
7122,M21981,M,300.9,310.4,1375,44.7,87,0,0,0,0,0,0,9.5,6436.337949042088,3888.9,300.93333333333334,0.05773502684013329,310.46666666666664,0.05773502694086528,1680.3333333333333,526.2569081098434,35.066666666666656,16.426300050021254,300.91999999999996,0.044721359610447355,310.48,0.044721359627014325,1635.2,377.2210227439599,36.239999999999995,11.819390847247691,2
7123,L54302,L,300.9,310.4,1788,27.8,90,0,0,0,0,0,0,9.5,5205.242035879856,2502.0,300.9,0.0,310.43333333333334,0.05773502693902334,1817.0,457.1903323562286,29.53333333333332,14.378572019965281,300.91999999999996,0.044721359610447355,310.46000000000004,0.054772255812590154,1678.8,380.3862510659384,33.78,12.092022163393635,1
7124,M21983,M,300.9,310.4,1576,40.4,92,0,0,0,0,0,0,9.5,6667.5486963707845,3716.7999999999997,300.9,0.0,310.4,0.0,1579.6666666666667,206.5244134075488,37.633333333333326,8.783127764830033,300.91999999999996,0.044721359610447355,310.44,0.05477225581178325,1681.0,379.59452050839604,34.68,12.45138546507989,2
7125,M21984,M,300.8,310.3,1868,24.5,95,0,0,0,0,0,0,9.5,4792.604312806348,2327.5,300.8666666666666,0.05773502683798367,310.3666666666666,0.05773502693529844,1744.0,150.89068891087604,30.899999999999988,8.391066678318971,300.88,0.044721359606859794,310.4,0.07071067816485502,1779.0,343.33220064537943,30.7,11.727105354690195,2
7126,L54305,L,300.7,310.1,1261,56.6,98,0,0,0,0,0,0,9.400000000000034,7474.121194253429,5546.8,300.8,0.09999999995202088,310.26666666666665,0.15275252316926063,1568.3333333333333,303.5726162441732,40.49999999999999,16.050233643159054,300.84,0.08944271912664427,310.32000000000005,0.1303840481277374,1573.6,259.71388103064317,38.8,13.035528374408234,1
7127,M21986,M,300.6,310.0,1542,33.9,100,0,0,0,0,0,0,9.399999999999977,5474.099535174071,3390.0,300.7,0.0999999999501948,310.1333333333334,0.15275252316651927,1557.0,303.7778793789942,38.33333333333332,16.50282804047016,300.78000000000003,0.13038404812048932,310.24,0.18165902126188235,1607.0,237.58366947245995,36.64,12.704054470916066,2
